Name,Year,Month,Total,Average,Maximum,Longitude,Latitude,Elevation,Month_help
Lugano,1973,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1973,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1973,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1974,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1974,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1974,March,3,0.0967741935483871,3,8.96030470692512,46.0042278004735,273,9
Lugano,1974,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1974,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1974,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1974,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1974,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1974,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1974,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1974,November,3,0.1,3,8.96030470692512,46.0042278004735,273,5
Lugano,1974,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1975,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1975,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1975,March,7,0.32258064516129,7,8.96030470692512,46.0042278004735,273,9
Lugano,1975,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1975,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1975,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1975,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1975,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1975,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1975,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1975,November,1,0.0333333333333333,1,8.96030470692512,46.0042278004735,273,5
Lugano,1975,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1976,January,14,0.290322580645161,9,8.96030470692512,46.0042278004735,273,7
Lugano,1976,February,0,0.586206896551724,10,8.96030470692512,46.0042278004735,273,8
Lugano,1976,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1976,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1976,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1976,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1976,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1976,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1976,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1976,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1976,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1976,December,1,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1977,January,48,14.1290322580645,29,8.96030470692512,46.0042278004735,273,7
Lugano,1977,February,0,1.35714285714286,8,8.96030470692512,46.0042278004735,273,8
Lugano,1977,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1977,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1977,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1977,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1977,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1977,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1977,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1977,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1977,November,0,0.133333333333333,4,8.96030470692512,46.0042278004735,273,5
Lugano,1977,December,2,0.0645161290322581,2,8.96030470692512,46.0042278004735,273,6
Lugano,1978,January,77,10.4516129032258,39,8.96030470692512,46.0042278004735,273,7
Lugano,1978,February,30,25.0357142857143,38,8.96030470692512,46.0042278004735,273,8
Lugano,1978,March,0,1.03225806451613,9,8.96030470692512,46.0042278004735,273,9
Lugano,1978,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1978,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1978,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1978,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1978,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1978,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1978,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1978,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1978,December,3,0.0967741935483871,3,8.96030470692512,46.0042278004735,273,6
Lugano,1979,January,7,1.16129032258065,5,8.96030470692512,46.0042278004735,273,7
Lugano,1979,February,2,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1979,March,0,0.0645161290322581,2,8.96030470692512,46.0042278004735,273,9
Lugano,1979,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1979,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1979,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1979,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1979,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1979,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1979,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1979,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1979,December,10,0.838709677419355,8,8.96030470692512,46.0042278004735,273,6
Lugano,1980,January,10,0.290322580645161,3,8.96030470692512,46.0042278004735,273,7
Lugano,1980,February,0,0.137931034482759,3,8.96030470692512,46.0042278004735,273,8
Lugano,1980,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1980,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1980,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1980,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1980,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1980,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1980,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1980,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1980,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1980,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1981,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1981,February,2,0.0714285714285714,2,8.96030470692512,46.0042278004735,273,8
Lugano,1981,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1981,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1981,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1981,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1981,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1981,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1981,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1981,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1981,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1981,December,65,8.38709677419355,38,8.96030470692512,46.0042278004735,273,6
Lugano,1982,January,0,4.51612903225807,24,8.96030470692512,46.0042278004735,273,7
Lugano,1982,February,1,0.0357142857142857,1,8.96030470692512,46.0042278004735,273,8
Lugano,1982,March,3,0.0967741935483871,3,8.96030470692512,46.0042278004735,273,9
Lugano,1982,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1982,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1982,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1982,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1982,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1982,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1982,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1982,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1982,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1983,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1983,February,6,0.321428571428571,4,8.96030470692512,46.0042278004735,273,8
Lugano,1983,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1983,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1983,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1983,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1983,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1983,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1983,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1983,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1983,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1983,December,23,2.70967741935484,15,8.96030470692512,46.0042278004735,273,6
Lugano,1984,January,8,0.645161290322581,8,8.96030470692512,46.0042278004735,273,7
Lugano,1984,February,0,0.172413793103448,3,8.96030470692512,46.0042278004735,273,8
Lugano,1984,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1984,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1984,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1984,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1984,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1984,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1984,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1984,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1984,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1984,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1985,January,115,18.7096774193548,74,8.96030470692512,46.0042278004735,273,7
Lugano,1985,February,3,6.96428571428571,18,8.96030470692512,46.0042278004735,273,8
Lugano,1985,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1985,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1985,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1985,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1985,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1985,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1985,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1985,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1985,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1985,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1986,January,89,3.87096774193548,57,8.96030470692512,46.0042278004735,273,7
Lugano,1986,February,14,18.5714285714286,31,8.96030470692512,46.0042278004735,273,8
Lugano,1986,March,1,0.741935483870968,7,8.96030470692512,46.0042278004735,273,9
Lugano,1986,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1986,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1986,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1986,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1986,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1986,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1986,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1986,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1986,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1987,January,21,4.51612903225807,17,8.96030470692512,46.0042278004735,273,7
Lugano,1987,February,0,0.357142857142857,3,8.96030470692512,46.0042278004735,273,8
Lugano,1987,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1987,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1987,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1987,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1987,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1987,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1987,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1987,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1987,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1987,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1988,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1988,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1988,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1988,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1988,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1988,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1988,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1988,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1988,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1988,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1988,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1988,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1989,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1989,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1989,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1989,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1989,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1989,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1989,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1989,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1989,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1989,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1989,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1989,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1990,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1990,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1990,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1990,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1990,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1990,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1990,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1990,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1990,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1990,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1990,November,3,0.1,3,8.96030470692512,46.0042278004735,273,5
Lugano,1990,December,19,3.25806451612903,14,8.96030470692512,46.0042278004735,273,6
Lugano,1991,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1991,February,22,1.96428571428571,13,8.96030470692512,46.0042278004735,273,8
Lugano,1991,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1991,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1991,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1991,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1991,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1991,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1991,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1991,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1991,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1991,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1992,January,2,0.0645161290322581,2,8.96030470692512,46.0042278004735,273,7
Lugano,1992,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1992,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1992,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1992,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1992,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1992,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1992,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1992,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1992,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1992,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1992,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1993,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1993,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1993,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1993,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1993,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1993,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1993,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1993,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1993,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1993,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1993,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1993,December,1,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1994,January,0,0.032258064516129,1,8.96030470692512,46.0042278004735,273,7
Lugano,1994,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1994,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1994,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1994,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1994,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1994,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1994,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1994,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1994,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1994,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1994,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1995,January,6,0.354838709677419,6,8.96030470692512,46.0042278004735,273,7
Lugano,1995,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1995,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1995,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1995,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1995,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1995,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1995,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1995,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1995,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1995,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1995,December,6,0.0645161290322581,2,8.96030470692512,46.0042278004735,273,6
Lugano,1996,January,0,0.129032258064516,4,8.96030470692512,46.0042278004735,273,7
Lugano,1996,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1996,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1996,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1996,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1996,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1996,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1996,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1996,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1996,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1996,November,1,0.0333333333333333,1,8.96030470692512,46.0042278004735,273,5
Lugano,1996,December,17,0.161290322580645,5,8.96030470692512,46.0042278004735,273,6
Lugano,1997,January,1,1.67741935483871,16,8.96030470692512,46.0042278004735,273,7
Lugano,1997,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1997,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1997,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1997,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1997,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1997,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1997,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1997,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1997,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1997,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1997,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1998,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,1998,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1998,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1998,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1998,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1998,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1998,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1998,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1998,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1998,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1998,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1998,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,1999,January,3,0.129032258064516,3,8.96030470692512,46.0042278004735,273,7
Lugano,1999,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,1999,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,1999,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,1999,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,1999,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,1999,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,1999,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,1999,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,1999,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,1999,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,1999,December,1,0.032258064516129,1,8.96030470692512,46.0042278004735,273,6
Lugano,2000,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,2000,February,0,0,0,8.96030470692512,46.0042278004735,273,8
Lugano,2000,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,2000,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,2000,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,2000,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,2000,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,2000,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,2000,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,2000,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,2000,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,2000,December,12,0.870967741935484,12,8.96030470692512,46.0042278004735,273,6
Lugano,2001,January,10,0.774193548387097,5,8.96030470692512,46.0042278004735,273,7
Lugano,2001,February,5,0.107142857142857,3,8.96030470692512,46.0042278004735,273,8
Lugano,2001,March,0,0.129032258064516,4,8.96030470692512,46.0042278004735,273,9
Lugano,2001,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,2001,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,2001,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,2001,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,2001,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,2001,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,2001,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,2001,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,2001,December,2,0.0645161290322581,2,8.96030470692512,46.0042278004735,273,6
Lugano,2002,January,0,0,0,8.96030470692512,46.0042278004735,273,7
Lugano,2002,February,10,0.75,10,8.96030470692512,46.0042278004735,273,8
Lugano,2002,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,2002,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,2002,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,2002,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,2002,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,2002,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,2002,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,2002,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,2002,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,2002,December,0,0,0,8.96030470692512,46.0042278004735,273,6
Lugano,2003,January,10,1,9,8.96030470692512,46.0042278004735,273,7
Lugano,2003,February,7,0.25,5,8.96030470692512,46.0042278004735,273,8
Lugano,2003,March,0,0,0,8.96030470692512,46.0042278004735,273,9
Lugano,2003,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,2003,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,2003,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,2003,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,2003,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,2003,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,2003,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,2003,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,2003,December,12,0.806451612903226,10,8.96030470692512,46.0042278004735,273,6
Lugano,2004,January,3,1.35483870967742,5,8.96030470692512,46.0042278004735,273,7
Lugano,2004,February,14,1.03448275862069,12,8.96030470692512,46.0042278004735,273,8
Lugano,2004,March,7,0.354838709677419,7,8.96030470692512,46.0042278004735,273,9
Lugano,2004,April,0,0,0,8.96030470692512,46.0042278004735,273,10
Lugano,2004,May,0,0,0,8.96030470692512,46.0042278004735,273,11
Lugano,2004,June,0,0,0,8.96030470692512,46.0042278004735,273,12
Lugano,2004,July,0,0,0,8.96030470692512,46.0042278004735,273,1
Lugano,2004,August,0,0,0,8.96030470692512,46.0042278004735,273,2
Lugano,2004,September,0,0,0,8.96030470692512,46.0042278004735,273,3
Lugano,2004,October,0,0,0,8.96030470692512,46.0042278004735,273,4
Lugano,2004,November,0,0,0,8.96030470692512,46.0042278004735,273,5
Lugano,2004,December,10,0.774193548387097,10,8.96030470692512,46.0042278004735,273,6
Lugano,2005,January,5,0.161290322580645,5,8.96030470692512,46.0042278004735,273,7
Lugano,2005,February,11,0.392857142857143,10,8.96030470692512,46.0042278004735,273,8
